Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
United States,302000000000.0,308000000000.0,314000000000.0,320000000000.0,326000000000.0,332000000000.0,338000000000.0,344000000000.0,350000000000.0,356000000000.0,361000000000.0,367000000000.0,372000000000.0,378000000000.0,383000000000.0,389000000000.0,394000000000.0,399000000000.0
