Date,Dollar
2016-11-11,99.06
2016-11-14,100.11
2016-11-15,100.23
2016-11-16,100.41
2016-11-17,100.89
2016-11-18,101.21
2016-11-21,101.05
2016-11-22,101.04
2016-11-23,101.7
2016-11-24,101.7
2016-11-25,101.49
2016-11-28,101.33
2016-11-29,100.93
2016-11-30,101.5
2016-12-01,101.04
2016-12-02,100.77
2016-12-05,100.09
2016-12-06,100.49
2016-12-07,100.23
2016-12-08,101.1
2016-12-09,101.59
2016-12-12,101.03
2016-12-13,101.07
2016-12-14,101.76
2016-12-15,103.02
2016-12-16,102.95
2016-12-19,103.14
2016-12-20,103.29
2016-12-21,103.02
2016-12-22,103.09
2016-12-23,103.01
2016-12-26,103.01
2016-12-27,103.02
2016-12-28,103.3
2016-12-29,102.68
2016-12-30,102.21
2017-01-02,102.83
2017-01-03,103.21
2017-01-04,102.7
2017-01-05,101.52
2017-01-06,102.22
2017-01-09,101.93
2017-01-10,102.01
2017-01-11,101.78
2017-01-12,101.35
2017-01-13,101.18
2017-01-16,101.18
2017-01-17,100.33
2017-01-18,100.93
2017-01-19,101.15
2017-01-20,100.74
2017-01-23,100.16
2017-01-24,100.35
2017-01-25,100.03
2017-01-26,100.38
2017-01-27,100.53
2017-01-30,100.43
2017-01-31,99.51
2017-02-01,99.64
2017-02-02,99.79
2017-02-03,99.87
2017-02-06,99.91
2017-02-07,100.26
2017-02-08,100.28
2017-02-09,100.65
2017-02-10,100.8
2017-02-13,100.96
2017-02-14,101.25
2017-02-15,101.18
2017-02-16,100.44
2017-02-17,100.95
2017-02-20,100.95
2017-02-21,101.37
2017-02-22,101.22
2017-02-23,101.05
2017-02-24,101.09
2017-02-27,101.13
2017-02-28,101.12
2017-03-01,101.78
2017-03-02,102.2
2017-03-03,101.54
2017-03-06,101.64
2017-03-07,101.81
2017-03-08,102.07
2017-03-09,101.85
2017-03-10,101.25
2017-03-13,101.31
2017-03-14,101.7
2017-03-15,100.74
2017-03-16,100.36
2017-03-17,100.3
2017-03-20,100.41
2017-03-21,99.81
2017-03-22,99.68
2017-03-23,99.76
2017-03-24,99.63
2017-03-27,99.17
2017-03-28,99.71
2017-03-29,100.0
2017-03-30,100.41
2017-03-31,100.35
2017-04-03,100.54
2017-04-04,100.54
2017-04-05,100.56
2017-04-06,100.67
2017-04-07,101.18
2017-04-10,101.02
2017-04-11,100.71
2017-04-12,100.78
2017-04-13,100.56
2017-04-14,100.56
2017-04-17,100.29
2017-04-18,99.5
2017-04-19,99.74
2017-04-20,99.78
2017-04-21,99.98
2017-04-24,99.09
2017-04-25,98.78
2017-04-26,99.05
2017-04-27,99.08
2017-04-28,99.05
2017-05-01,99.08
2017-05-02,98.98
2017-05-03,99.21
2017-05-04,98.8
2017-05-05,98.65
2017-05-08,99.06
2017-05-09,99.66
2017-05-10,99.67
2017-05-11,99.62
2017-05-12,99.25
2017-05-15,98.91
2017-05-16,98.11
2017-05-17,97.58
2017-05-18,97.88
2017-05-19,97.14
2017-05-22,96.98
2017-05-23,97.35
2017-05-24,97.24
2017-05-25,97.25
2017-05-26,97.44
2017-05-29,97.44
2017-05-30,97.28
2017-05-31,96.92
2017-06-01,97.2
2017-06-02,96.72
2017-06-05,96.8
2017-06-06,96.64
2017-06-07,96.75
2017-06-08,96.92
2017-06-09,97.27
2017-06-12,97.14
2017-06-13,96.97
2017-06-14,96.94
2017-06-15,97.43
2017-06-16,97.16
2017-06-19,97.55
2017-06-20,97.76
2017-06-21,97.56
2017-06-22,97.59
2017-06-23,97.26
2017-06-26,97.43
2017-06-27,96.39
2017-06-28,96.01
2017-06-29,95.63
2017-06-30,95.63
2017-07-03,96.22
2017-07-04,96.22
2017-07-05,96.29
2017-07-06,95.8
2017-07-07,96.01
2017-07-10,96.02
2017-07-11,95.67
2017-07-12,95.76
2017-07-13,95.73
2017-07-14,95.15
2017-07-17,95.13
2017-07-18,94.6
2017-07-19,94.78
2017-07-20,94.31
2017-07-21,93.86
2017-07-24,93.98
2017-07-25,94.05
2017-07-26,93.67
2017-07-27,93.86
2017-07-28,93.26
2017-07-31,92.86
2017-08-01,93.04
2017-08-02,92.84
2017-08-03,92.84
2017-08-04,93.54
2017-08-07,93.43
2017-08-08,93.65
2017-08-09,93.55
2017-08-10,93.4
2017-08-11,93.07
2017-08-14,93.41
2017-08-15,93.85
2017-08-16,93.54
2017-08-17,93.62
2017-08-18,93.43
2017-08-21,93.09
2017-08-22,93.55
2017-08-23,93.15
2017-08-24,93.28
2017-08-25,92.74
2017-08-28,92.21
2017-08-29,92.25
2017-08-30,92.88
2017-08-31,92.67
2017-09-01,92.81
2017-09-04,92.64
2017-09-05,92.25
2017-09-06,92.29
2017-09-07,91.66
2017-09-08,91.35
2017-09-11,91.9
2017-09-12,91.88
2017-09-13,92.52
2017-09-14,92.12
2017-09-15,91.87
2017-09-18,92.05
2017-09-19,91.79
2017-09-20,92.51
2017-09-21,92.19
2017-09-22,92.17
2017-09-25,92.65
2017-09-26,92.97
2017-09-27,93.36
2017-09-28,93.08
2017-09-29,93.08
2017-10-02,93.56
2017-10-03,93.57
2017-10-04,93.46
2017-10-05,93.96
2017-10-06,93.8
2017-10-09,93.67
2017-10-10,93.29
2017-10-11,93.02
2017-10-12,93.06
2017-10-13,93.09
2017-10-16,93.31
2017-10-17,93.51
2017-10-18,93.36
2017-10-19,93.16
2017-10-20,93.7
2017-10-23,93.94
2017-10-24,93.77
2017-10-25,93.71
2017-10-26,94.61
2017-10-27,94.92
2017-10-30,94.56
2017-10-31,94.55
2017-11-01,94.81
2017-11-02,94.69
2017-11-03,94.94
2017-11-06,94.76
2017-11-07,94.91
2017-11-08,94.87
2017-11-09,94.44
2017-11-10,94.39
2017-11-13,94.49
2017-11-14,93.83
2017-11-15,93.81
2017-11-16,93.93
2017-11-17,93.66
2017-11-20,94.08
2017-11-21,93.95
2017-11-22,93.22
2017-11-23,93.22
2017-11-24,92.78
2017-11-27,92.9
2017-11-28,93.27
2017-11-29,93.16
2017-11-30,93.05
2017-12-01,92.89
2017-12-04,93.19
2017-12-05,93.38
2017-12-06,93.61
2017-12-07,93.8
2017-12-08,93.9
2017-12-11,93.87
2017-12-12,94.1
2017-12-13,93.43
2017-12-14,93.49
2017-12-15,93.93
2017-12-18,93.69
2017-12-19,93.44
2017-12-20,93.31
2017-12-21,93.28
2017-12-22,93.35
2017-12-25,93.35
2017-12-26,93.26
2017-12-27,93.03
2017-12-28,92.6
2017-12-29,92.12
2017-12-31,92.28
2018-01-01,92.25
2018-01-02,91.87
2018-01-03,92.16
2018-01-04,91.85
2018-01-05,91.95
2018-01-08,92.36
2018-01-09,92.53
2018-01-10,92.33
2018-01-11,91.85
2018-01-12,90.97
2018-01-15,90.97
2018-01-16,90.39
2018-01-17,90.54
2018-01-18,90.5
2018-01-19,90.57
2018-01-22,90.4
2018-01-23,90.12
2018-01-24,89.21
2018-01-25,89.39
2018-01-26,89.07
2018-01-29,89.31
2018-01-30,89.16
2018-01-31,89.13
2018-02-01,88.67
2018-02-02,89.19
2018-02-05,89.55
2018-02-06,89.58
2018-02-07,90.25
2018-02-08,90.23
2018-02-09,90.44
2018-02-12,90.21
2018-02-13,89.7
2018-02-14,89.12
2018-02-15,88.59
2018-02-16,89.1
2018-02-19,89.1
2018-02-20,89.72
2018-02-21,90.0
2018-02-22,89.74
2018-02-23,89.88
2018-02-26,89.85
2018-02-27,90.36
2018-02-28,90.61
2018-03-01,90.32
2018-03-02,89.94
2018-03-05,90.08
2018-03-06,89.62
2018-03-07,89.64
2018-03-08,90.18
2018-03-09,90.09
2018-03-12,89.89
2018-03-13,89.66
2018-03-14,89.7
2018-03-15,90.14
2018-03-16,90.23
2018-03-19,89.77
2018-03-20,90.37
2018-03-21,89.78
2018-03-22,89.86
2018-03-23,89.48
2018-03-26,89.03
2018-03-27,89.33
2018-03-28,90.06
2018-03-29,90.15
2018-03-30,89.97
2018-04-02,90.05
2018-04-03,90.2
2018-04-04,90.14
2018-04-05,90.46
2018-04-06,90.11
2018-04-09,89.84
2018-04-10,89.59
2018-04-11,89.57
2018-04-12,89.75
2018-04-13,89.8
2018-04-16,89.42
2018-04-17,89.52
2018-04-18,89.62
2018-04-19,89.94
2018-04-20,90.32
2018-04-23,90.95
2018-04-24,90.77
2018-04-25,91.17
2018-04-26,91.56
2018-04-27,91.54
2018-04-30,91.84
2018-05-01,92.45
2018-05-02,92.51
2018-05-03,92.41
2018-05-04,92.57
2018-05-07,92.75
2018-05-08,93.12
2018-05-09,93.04
2018-05-10,92.65
2018-05-11,92.54
2018-05-14,92.59
2018-05-15,93.22
2018-05-16,93.39
2018-05-17,93.47
2018-05-18,93.64
2018-05-21,93.68
2018-05-22,93.61
2018-05-23,94.0
2018-05-24,93.76
2018-05-25,94.19
2018-05-28,94.19
2018-05-29,94.83
2018-05-30,94.15
2018-05-31,93.98
2018-06-01,94.19
2018-06-04,94.02
2018-06-05,93.9
2018-06-06,93.66
2018-06-07,93.4
2018-06-08,93.55
2018-06-11,93.58
2018-06-12,93.8
2018-06-13,93.71
2018-06-14,94.77
2018-06-15,94.79
2018-06-18,94.8
2018-06-19,95.08
2018-06-20,95.06
2018-06-21,94.74
2018-06-22,94.52
2018-06-25,94.28
2018-06-26,94.66
2018-06-27,95.27
2018-06-28,95.39
2018-06-29,94.64
2018-07-02,95.03
2018-07-03,94.67
2018-07-04,94.67
2018-07-05,94.47
2018-07-06,94.04
2018-07-09,94.08
2018-07-10,94.15
2018-07-11,94.72
2018-07-12,94.81
2018-07-13,94.75
2018-07-16,94.51
2018-07-17,94.94
2018-07-18,95.08
2018-07-19,95.15
2018-07-20,94.45
2018-07-23,94.67
2018-07-24,94.61
2018-07-25,94.36
2018-07-26,94.75
2018-07-27,94.67
2018-07-30,94.32
2018-07-31,94.49
2018-08-01,94.62
2018-08-02,95.16
2018-08-03,95.14
2018-08-06,95.36
2018-08-07,95.22
2018-08-08,95.05
2018-08-09,95.5
2018-08-10,96.36
2018-08-13,96.39
2018-08-14,96.73
2018-08-15,96.7
2018-08-16,96.64
2018-08-17,96.1
2018-08-20,95.9
2018-08-21,95.26
2018-08-22,95.15
2018-08-23,95.67
2018-08-24,95.15
2018-08-27,94.78
2018-08-28,94.72
2018-08-29,94.6
2018-08-30,94.72
2018-08-31,95.14
2018-09-03,95.14
2018-09-04,95.44
2018-09-05,95.18
2018-09-06,95.02
2018-09-07,95.36
2018-09-10,95.15
2018-09-11,95.25
2018-09-12,94.8
2018-09-13,94.52
2018-09-14,94.93
2018-09-17,94.5
2018-09-18,94.64
2018-09-19,94.54
2018-09-20,93.91
2018-09-21,94.22
2018-09-24,94.19
2018-09-25,94.13
2018-09-26,94.19
2018-09-27,94.89
2018-09-28,95.13
2018-10-01,95.3
2018-10-02,95.51
2018-10-03,95.76
2018-10-04,95.75
2018-10-05,95.62
2018-10-08,95.76
2018-10-09,95.67
2018-10-10,95.51
2018-10-11,95.02
2018-10-12,95.22
2018-10-15,95.06
2018-10-16,95.05
2018-10-17,95.58
2018-10-18,95.9
2018-10-19,95.71
2018-10-22,96.01
2018-10-23,95.96
2018-10-24,96.43
2018-10-25,96.68
2018-10-26,96.36
2018-10-29,96.58
2018-10-30,97.01
2018-10-31,97.13
2018-11-01,96.28
2018-11-02,96.54
2018-11-05,96.28
2018-11-06,96.32
2018-11-07,96.0
2018-11-08,96.72
2018-11-09,96.91
2018-11-12,97.54
2018-11-13,97.3
2018-11-14,96.8
2018-11-15,96.93
2018-11-16,96.47
2018-11-19,96.19
2018-11-20,96.84
2018-11-21,96.71
2018-11-22,96.71
2018-11-23,96.92
2018-11-26,97.07
2018-11-27,97.37
2018-11-28,96.79
2018-11-29,96.78
2018-11-30,97.27
2018-12-03,97.04
2018-12-04,96.97
2018-12-05,97.07
2018-12-06,96.81
2018-12-07,96.51
2018-12-10,97.22
2018-12-11,97.39
2018-12-12,97.04
2018-12-13,97.06
2018-12-14,97.44
2018-12-17,97.1
2018-12-18,97.1
2018-12-19,97.03
2018-12-20,96.28
2018-12-21,96.96
2018-12-24,96.55
2018-12-25,96.55
2018-12-26,97.05
2018-12-27,96.48
2018-12-28,96.4
2018-12-31,96.17
2019-01-01,96.17
2019-01-02,96.82
2019-01-03,96.31
2019-01-04,96.18
2019-01-07,95.67
2019-01-08,95.9
2019-01-09,95.22
2019-01-10,95.54
2019-01-11,95.67
2019-01-14,95.61
2019-01-15,96.04
2019-01-16,96.06
2019-01-17,96.06
2019-01-18,96.34
2019-01-21,96.34
2019-01-22,96.3
2019-01-23,96.12
2019-01-24,96.6
2019-01-25,95.79
2019-01-28,95.75
2019-01-29,95.82
2019-01-30,95.34
2019-01-31,95.58
2019-02-01,95.58
2019-02-04,95.85
2019-02-05,96.07
2019-02-06,96.39
2019-02-07,96.51
2019-02-08,96.64
2019-02-11,97.06
2019-02-12,96.71
2019-02-13,97.13
2019-02-14,96.98
2019-02-15,96.9
2019-02-18,96.9
2019-02-19,96.52
2019-02-20,96.45
2019-02-21,96.61
2019-02-22,96.51
2019-02-25,96.41
2019-02-26,96.0
2019-02-27,96.15
2019-02-28,96.16
2019-03-01,96.53
2019-03-04,96.68
2019-03-05,96.87
2019-03-06,96.87
2019-03-07,97.67
2019-03-08,97.31
2019-03-11,97.22
2019-03-12,96.94
2019-03-13,96.55
2019-03-14,96.78
2019-03-15,96.59
2019-03-18,96.52
2019-03-19,96.38
2019-03-20,95.76
2019-03-21,96.5
2019-03-22,96.65
2019-03-25,96.57
2019-03-26,96.74
2019-03-27,96.77
2019-03-28,97.2
2019-03-29,97.28
2019-04-01,97.23
2019-04-02,97.36
2019-04-03,97.09
2019-04-04,97.31
2019-04-05,97.39
2019-04-08,97.05
2019-04-09,97.01
2019-04-10,96.95
2019-04-11,97.18
2019-04-12,96.97
2019-04-15,96.94
2019-04-16,97.04
2019-04-17,97.01
2019-04-18,97.47
2019-04-19,97.38
2019-04-22,97.29
2019-04-23,97.64
2019-04-24,98.17
2019-04-25,98.2
2019-04-26,98.01
2019-04-29,97.86
2019-04-30,97.48
2019-05-01,97.69
2019-05-02,97.83
2019-05-03,97.52
2019-05-06,97.52
2019-05-07,97.63
2019-05-08,97.62
2019-05-09,97.37
2019-05-10,97.33
2019-05-13,97.32
2019-05-14,97.53
2019-05-15,97.57
2019-05-16,97.86
2019-05-17,98.0
2019-05-20,97.93
2019-05-21,98.06
2019-05-22,98.04
2019-05-23,97.86
2019-05-24,97.61
2019-05-27,97.61
2019-05-28,97.95
2019-05-29,98.14
2019-05-30,98.14
2019-05-31,97.75
2019-06-03,97.14
2019-06-04,97.07
2019-06-05,97.32
2019-06-06,97.04
2019-06-07,96.54
2019-06-10,96.76
2019-06-11,96.69
2019-06-12,97.0
2019-06-13,97.01
2019-06-14,97.57
2019-06-17,97.56
2019-06-18,97.64
2019-06-19,97.12
2019-06-20,96.63
2019-06-21,96.22
2019-06-24,95.98
2019-06-25,96.14
2019-06-26,96.21
2019-06-27,96.19
2019-06-28,96.13
2019-07-01,96.84
2019-07-02,96.73
2019-07-03,96.77
2019-07-04,96.77
2019-07-05,97.29
2019-07-08,97.38
2019-07-09,97.49
2019-07-10,97.1
2019-07-11,97.05
2019-07-12,96.81
2019-07-15,96.93
2019-07-16,97.39
2019-07-17,97.22
2019-07-18,96.79
2019-07-19,97.15
2019-07-22,97.26
2019-07-23,97.7
2019-07-24,97.73
2019-07-25,97.82
2019-07-26,98.01
2019-07-29,98.04
2019-07-30,98.05
2019-07-31,98.52
2019-08-01,98.37
2019-08-02,98.07
2019-08-05,97.52
2019-08-06,97.63
2019-08-07,97.54
2019-08-08,97.62
2019-08-09,97.49
2019-08-12,97.38
2019-08-13,97.81
2019-08-14,97.99
2019-08-15,98.14
2019-08-16,98.14
2019-08-19,98.35
2019-08-20,98.19
2019-08-21,98.3
2019-08-22,98.17
2019-08-23,97.64
2019-08-26,98.08
2019-08-27,98.0
2019-08-28,98.21
2019-08-29,98.51
2019-08-30,98.92
2019-09-02,98.92
2019-09-03,99.0
2019-09-04,98.45
2019-09-05,98.41
2019-09-06,98.39
2019-09-09,98.28
2019-09-10,98.33
2019-09-11,98.64
2019-09-12,98.31
2019-09-13,98.26
2019-09-16,98.61
2019-09-17,98.26
2019-09-18,98.56
2019-09-19,98.27
2019-09-20,98.51
2019-09-23,98.6
2019-09-24,98.34
2019-09-25,99.04
2019-09-26,99.13
2019-09-27,99.11
2019-09-30,99.38
2019-10-01,99.13
2019-10-02,99.02
2019-10-03,98.86
2019-10-04,98.81
2019-10-07,98.97
2019-10-08,99.13
2019-10-09,99.12
2019-10-10,98.7
2019-10-11,98.3
2019-10-14,98.45
2019-10-15,98.29
2019-10-16,98.0
2019-10-17,97.61
2019-10-18,97.28
2019-10-21,97.33
2019-10-22,97.53
2019-10-23,97.49
2019-10-24,97.63
2019-10-25,97.83
2019-10-28,97.76
2019-10-29,97.69
2019-10-30,97.65
2019-10-31,97.35
2019-11-01,97.24
2019-11-04,97.5
2019-11-05,97.98
2019-11-06,97.95
2019-11-07,98.14
2019-11-08,98.35
2019-11-11,98.2
2019-11-12,98.31
2019-11-13,98.37
2019-11-14,98.16
2019-11-15,98.0
2019-11-18,97.79
2019-11-19,97.86
2019-11-20,97.93
2019-11-21,97.99
2019-11-22,98.27
2019-11-25,98.32
2019-11-26,98.25
2019-11-27,98.37
2019-11-28,98.37
2019-11-29,98.27
2019-12-02,97.86
2019-12-03,97.74
2019-12-04,97.65
2019-12-05,97.41
2019-12-06,97.7
2019-12-09,97.64
2019-12-10,97.41
2019-12-11,97.08
2019-12-12,97.4
2019-12-13,97.17
2019-12-16,97.02
2019-12-17,97.22
2019-12-18,97.4
2019-12-19,97.38
2019-12-20,97.69
2019-12-23,97.66
2019-12-24,97.65
2019-12-25,97.65
2019-12-26,97.53
2019-12-27,96.92
2019-12-30,96.74
2019-12-31,96.39
2020-01-01,96.39
2020-01-02,96.85
2020-01-03,96.84
2020-01-06,96.67
2020-01-07,97.0
2020-01-08,97.3
2020-01-09,97.45
2020-01-10,97.36
2020-01-13,97.34
2020-01-14,97.37
2020-01-15,97.23
2020-01-16,97.32
2020-01-17,97.64
2020-01-20,97.61
2020-01-21,97.53
2020-01-22,97.53
2020-01-23,97.69
2020-01-24,97.85
2020-01-27,97.96
2020-01-28,98.02
2020-01-29,97.99
2020-01-30,97.87
2020-01-31,97.39
2020-02-03,97.8
2020-02-04,97.96
2020-02-05,98.3
2020-02-06,98.5
2020-02-07,98.68
2020-02-10,98.83
2020-02-11,98.72
2020-02-12,99.05
2020-02-13,99.07
2020-02-14,99.12
2020-02-17,99.0
2020-02-18,99.44
2020-02-19,99.71
2020-02-20,99.86
2020-02-21,99.26
2020-02-24,99.36
2020-02-25,98.97
2020-02-26,99.0
2020-02-27,98.51
2020-02-28,98.13
2020-03-02,97.36
2020-03-03,97.15
2020-03-04,97.34
2020-03-05,96.82
2020-03-06,95.95
2020-03-09,94.89
2020-03-10,96.41
2020-03-11,96.51
2020-03-12,97.47
2020-03-13,98.75
2020-03-16,98.07
2020-03-17,99.57
2020-03-18,101.16
2020-03-19,102.75
2020-03-20,102.82
2020-03-23,102.49
2020-03-24,102.04
2020-03-25,101.05
2020-03-26,99.35
2020-03-27,98.36
2020-03-30,99.18
2020-03-31,99.05
2020-04-01,99.67
2020-04-02,100.18
2020-04-03,100.58
2020-04-06,100.68
2020-04-07,99.9
2020-04-08,100.12
2020-04-09,99.52
2020-04-10,99.52
2020-04-13,99.35
2020-04-14,98.89
2020-04-15,99.46
2020-04-16,100.03
2020-04-17,99.78
2020-04-20,99.96
2020-04-21,100.26
2020-04-22,100.39
2020-04-23,100.43
2020-04-24,100.38
2020-04-27,100.04
2020-04-28,99.86
2020-04-29,99.57
2020-04-30,99.02
2020-05-01,99.08
2020-05-04,99.48
2020-05-05,99.71
2020-05-06,100.09
2020-05-07,99.89
2020-05-08,99.73
2020-05-11,100.24
2020-05-12,99.93
2020-05-13,100.24
2020-05-14,100.47
2020-05-15,100.4
2020-05-18,99.67
2020-05-19,99.37
2020-05-20,99.12
2020-05-21,99.37
2020-05-22,99.86
2020-05-25,99.86
2020-05-26,98.91
2020-05-27,99.06
2020-05-28,98.38
2020-05-29,98.34
2020-06-01,97.83
2020-06-02,97.67
2020-06-03,97.28
2020-06-04,96.68
2020-06-05,96.94
2020-06-08,96.62
2020-06-09,96.32
2020-06-10,95.96
2020-06-11,96.73
2020-06-12,97.32
2020-06-15,96.71
2020-06-16,96.96
2020-06-17,97.16
2020-06-18,97.42
2020-06-19,97.62
2020-06-22,97.04
2020-06-23,96.65
2020-06-24,97.15
2020-06-25,97.43
2020-06-26,97.43
2020-06-29,97.54
2020-06-30,97.39
2020-07-01,97.2
2020-07-02,97.32
2020-07-03,97.17
2020-07-06,96.72
2020-07-07,96.88
2020-07-08,96.43
2020-07-09,96.7
2020-07-10,96.65
2020-07-13,96.46
2020-07-14,96.26
2020-07-15,96.08
2020-07-16,96.35
2020-07-17,95.94
2020-07-20,95.83
2020-07-21,95.12
2020-07-22,94.99
2020-07-23,94.69
2020-07-24,94.43
2020-07-27,93.67
2020-07-28,93.7
2020-07-29,93.45
2020-07-30,93.02
2020-07-31,93.35
2020-08-03,93.54
2020-08-04,93.38
2020-08-05,92.87
2020-08-06,92.79
2020-08-07,93.43
2020-08-10,93.58
2020-08-11,93.63
2020-08-12,93.44
2020-08-13,93.33
2020-08-14,93.1
2020-08-17,92.85
2020-08-18,92.27
2020-08-19,92.89
2020-08-20,92.79
2020-08-21,93.25
2020-08-24,93.3
2020-08-25,93.02
2020-08-26,93.01
2020-08-27,93.0
2020-08-28,92.37
2020-08-31,92.14
2020-09-01,92.34
2020-09-02,92.85
2020-09-03,92.74
2020-09-04,92.72
2020-09-07,92.72
2020-09-08,93.44
2020-09-09,93.25
2020-09-10,93.34
2020-09-11,93.33
2020-09-14,93.05
2020-09-15,93.05
2020-09-16,93.21
2020-09-17,92.97
2020-09-18,92.93
2020-09-21,93.66
2020-09-22,93.99
2020-09-23,94.39
2020-09-24,94.35
2020-09-25,94.64
2020-09-28,94.28
2020-09-29,93.89
2020-09-30,93.89
2020-10-01,93.71
2020-10-02,93.84
2020-10-05,93.51
2020-10-06,93.69
2020-10-07,93.63
2020-10-08,93.61
2020-10-09,93.06
2020-10-12,93.07
2020-10-13,93.53
2020-10-14,93.38
2020-10-15,93.86
2020-10-16,93.68
2020-10-19,93.43
2020-10-20,93.07
2020-10-21,92.61
2020-10-22,92.95
2020-10-23,92.77
2020-10-26,93.04
2020-10-27,92.94
2020-10-28,93.4
2020-10-29,93.96
2020-10-30,94.04
2020-11-02,94.13
2020-11-03,93.55
2020-11-04,93.41
2020-11-05,92.53
2020-11-06,92.23
2020-11-09,92.72
2020-11-10,92.75
2020-11-11,93.04
2020-11-12,92.96
2020-11-13,92.75
2020-11-16,92.64
2020-11-17,92.42
2020-11-18,92.32
2020-11-19,92.29
2020-11-20,92.39
2020-11-23,92.5
2020-11-24,92.23
2020-11-25,91.99
2020-11-26,91.99
2020-11-27,91.79
2020-11-30,91.87
2020-12-01,91.31
2020-12-02,91.12
2020-12-03,90.71
2020-12-04,90.7
2020-12-07,90.79
2020-12-08,90.96
2020-12-09,91.09
2020-12-10,90.82
2020-12-11,90.98
2020-12-14,90.71
2020-12-15,90.47
2020-12-16,90.45
2020-12-17,89.82
2020-12-18,90.02
2020-12-21,90.04
2020-12-22,90.65
2020-12-23,90.41
2020-12-24,90.32
2020-12-25,90.32
2020-12-28,90.34
2020-12-29,89.99
2020-12-30,89.68
2020-12-31,89.94
2021-01-01,89.94
2021-01-04,89.87
2021-01-05,89.44
2021-01-06,89.53
2021-01-07,89.83
2021-01-08,90.1
2021-01-11,90.46
2021-01-12,90.09
2021-01-13,90.36
2021-01-14,90.24
2021-01-15,90.77
2021-01-18,90.76
2021-01-19,90.5
2021-01-20,90.47
2021-01-21,90.13
2021-01-22,90.24
2021-01-25,90.39
2021-01-26,90.17
2021-01-27,90.65
2021-01-28,90.46
2021-01-29,90.58
2021-02-01,90.98
2021-02-02,91.2
2021-02-03,91.17
2021-02-04,91.53
2021-02-05,91.04
2021-02-08,90.93
2021-02-09,90.44
2021-02-10,90.37
2021-02-11,90.42
2021-02-12,90.48
2021-02-15,90.48
2021-02-16,90.51
2021-02-17,90.95
2021-02-18,90.59
2021-02-19,90.36
2021-02-22,90.01
2021-02-23,90.17
2021-02-24,90.18
2021-02-25,90.13
2021-02-26,90.88
2021-03-01,91.04
2021-03-02,90.79
2021-03-03,90.95
2021-03-04,91.63
2021-03-05,91.98
2021-03-08,92.31
2021-03-09,91.96
2021-03-10,91.82
2021-03-11,91.42
2021-03-12,91.68
2021-03-15,91.83
2021-03-16,91.86
2021-03-17,91.44
2021-03-18,91.86
2021-03-19,91.92
2021-03-22,91.74
2021-03-23,92.34
2021-03-24,92.53
2021-03-25,92.53
2021-03-26,92.77
2021-03-29,92.94
2021-03-30,93.3
2021-03-31,93.23
2021-04-01,92.93
2021-04-02,93.02
2021-04-05,92.6
2021-04-06,92.33
2021-04-07,92.46
2021-04-08,92.06
2021-04-09,92.16
2021-04-12,92.14
2021-04-13,91.85
2021-04-14,91.69
2021-04-15,91.69
2021-04-16,91.56
2021-04-19,91.07
2021-04-20,91.24
2021-04-21,91.15
2021-04-22,91.33
2021-04-23,90.86
2021-04-26,90.81
2021-04-27,90.91
2021-04-28,90.61
2021-04-29,90.61
2021-04-30,91.28
2021-05-03,90.94
2021-05-04,91.29
2021-05-05,91.31
2021-05-06,90.95
2021-05-07,90.23
2021-05-10,90.21
2021-05-11,90.14
2021-05-12,90.71
2021-05-13,90.75
2021-05-14,90.32
2021-05-17,90.16
2021-05-18,89.75
2021-05-19,90.19
2021-05-20,89.81
2021-05-21,90.02
2021-05-24,89.84
2021-05-25,89.64
2021-05-26,90.04
2021-05-27,89.97
2021-05-28,90.03
2021-05-31,90.03
2021-06-01,89.83
2021-06-02,89.91
2021-06-03,90.51
2021-06-04,90.14
2021-06-07,89.95
2021-06-08,90.08
2021-06-09,90.12
2021-06-10,90.07
2021-06-11,90.56
2021-06-14,90.52
2021-06-15,90.54
2021-06-16,91.13
2021-06-17,91.89
2021-06-18,92.22
2021-06-21,91.9
2021-06-22,91.76
2021-06-23,91.8
2021-06-24,91.81
2021-06-25,91.85
2021-06-28,91.89
2021-06-29,92.05
2021-06-30,92.44
2021-07-01,92.6
2021-07-02,92.23
2021-07-05,92.21
2021-07-06,92.55
2021-07-07,92.64
2021-07-08,92.42
2021-07-09,92.13
2021-07-12,92.26
2021-07-13,92.75
2021-07-14,92.41
2021-07-15,92.62
2021-07-16,92.69
2021-07-19,92.89
2021-07-20,92.97
2021-07-21,92.75
2021-07-22,92.82
2021-07-23,92.91
2021-07-26,92.65
2021-07-27,92.43
2021-07-28,92.32
2021-07-29,91.86
2021-07-30,92.17
2021-08-02,92.05
2021-08-03,92.08
2021-08-04,92.27
2021-08-05,92.24
2021-08-06,92.8
2021-08-09,92.94
2021-08-10,93.06
2021-08-11,92.92
2021-08-12,93.04
2021-08-13,92.52
2021-08-16,92.63
2021-08-17,93.13
2021-08-18,93.14
2021-08-19,93.57
2021-08-20,93.5
2021-08-23,92.96
2021-08-24,92.89
2021-08-25,92.82
2021-08-26,93.06
2021-08-27,92.69
2021-08-30,92.65
2021-08-31,92.63
2021-09-01,92.45
2021-09-02,92.22
2021-09-03,92.04
2021-09-06,92.04
2021-09-07,92.51
2021-09-08,92.65
2021-09-09,92.48
2021-09-10,92.58
2021-09-13,92.68
2021-09-14,92.62
2021-09-15,92.55
2021-09-16,92.93
2021-09-17,93.19
2021-09-20,93.28
2021-09-21,93.2
2021-09-22,93.46
2021-09-23,93.03
2021-09-24,93.33
